title,data
Alex Cross,Action Thriller Crime Mystery ex-military Washington DC detective Alex Cross tell family member murder vow track killer soon discover victim thing
Midnight in the Garden of Good and Evil,Crime Drama Mystery Thriller drag-queen voodoo savannah visit city reporter assignment suddenly revolve murder trial local millionaire befriend
Heist,Crime Action Thriller casino robbery bus-hijacking heist father mean pay daughter medical treatment resort partner greedy co worker rob casino thing awry force hijack city bus
Nanny McPhee and the Big Bang,Comedy Fantasy nanny fantasy children aftercreditsstinger duringcreditsstinger woman-director Nanny McPhee appear door harry young mother Mrs. Isabel Green try run family farm husband away war arrive Nanny McPhee discover child fight war spoil city cousin rely fly motorcycle statue come life tree climb piglet baby elephant Nanny use magic teach mischievous charge new lesson
Hoffa,Crime History policy-and-organisations power trade-union gangster Jack Nicholson portrait union leader James R. Hoffa eye friend Bobby Ciaro Danny DeVito film follow Hoffa countless battle RTA President Roosevelt way conclusion negate theory disappear 1975
The X Files: I Want to Believe,Drama Mystery Science-Fiction Thriller extraterrestrial-technology fbi alien fbi-agent duringcreditsstinger year event X Files series finale FBI agent Doctor Dana Scully staff physician Lady Sorrows catholic hospital treat boy Christian Sandhoff disease terminal brain condition FBI agent Drummy arrive ask scully help locate Fox Mulder fugitive head X Files division manhunt help investigate disappearance woman include young FBI agent Monica Banan   Mulder scully duty FBI priest claim receive psychic vision pertain kidnapped agent
Ella Enchanted,Family Fantasy Comedy elves based-on-novel magic fairy prince fairy-tale spell fantasy-world giant ogre obedience fairy-godmother elf ella live magical world child moment birth virtuous gift fairy godmother Ella gift obedience birthright prove curse Ella find hand unscrupulous character literally disobey determine gain control life decision Ella set journey find fairy godmother hope lift curse path easy Ella outwit slew unpleasant obstacle include ogre giant wicked stepsister elf Prince Charmont evil uncle want crown rule kingdom
Concussion,Drama american-football concussion biography professional-sports brain-damage sports-injury nfl medical-drama human-brain dramatic thriller base incredible true David vs. Goliath story american immigrant Dr. Bennet Omalu brilliant forensic neuropathologist discovery CTE football relate brain trauma pro player fight truth know Omalu emotional quest dangerous odd powerful institution world
Abduction,Thriller Action Mystery cia airport hero fight kidnapping time-bomb training webcam website party on-the-run hospital train teenager young man set uncover truth life find baby photo miss person website
Valiant,Animation Family Adventure animation animal 3d animate comedy tell story lowly wood pigeon Valiant overcome small size hero Great Britain Royal Air Force Homing Pigeon Service World War II RHPS advance Allied cause fly vital message enemy movement English Channel whilst evade brutal attack enemy Falcon Brigade
Wonder Boys,Comedy Drama adultery robbery based-on-novel professor college police party liar marijuana writer university drug dog Grady Michael Douglas 50 ish english professor thing publish year write award win Great American Novel 7 year ago weekend prove bad imagine find reel misadventure company new wonder boy author
Superhero Movie,Action Comedy Science-Fiction anti-hero high-school dragonfly superhero radioactive duringcreditsstinger team Scary Movie comic book genre tale Rick Riker nerdy teen imbue superpower radioactive dragonfly hero need nemesis enter Lou Landers aka villainously goofy Hourglass
Broken City,Thriller Crime Drama mayor investigation politics ex-cop revenge double-crossed private-detective broken city rife injustice ex cop Billy Taggart seek redemption revenge double crossed frame powerful figure mayor Billy relentless pursuit justice match streetwise toughness unstoppable force mayor bad nightmare
Cursed,Horror Comedy brother-sister-relationship bite transformation supernatural-powers werewolf werewolf loose Los Angeles change life young adult maul beast learn kill attacker hope change fate avoid werewolf
Premium Rush,Crime Action Thriller new-york dirty-cop bicycle-courier duringcreditsstinger race-against-the-clock cyclist bike-messenger Manhattan bike messenger pick envelope attract interest dirty cop pursue cyclist city
Hot Pursuit,Action Comedy Crime texas prisoner cop drug-cartel on-the-run police-officer prisoner-on-the-run woman-director uptight book cop protect widow drug boss crooked cop gunman
The Four Feathers,War Adventure Drama Romance islam sex loyalty bravery army revenge honor murder escape soldier battle church violence britain slave colonialism military imperialism story set 1875 follow british officer Heath Ledger resign post learn regiment plan ship Sudan conflict Mahdi friend fiancée send white feather symbolize cowardice redeem honor disguise arab secretly save life brand coward
Parker,Action Crime professional-thief jewel-robbery thief unique code professional ethic double cross crew leave dead assume new disguise form unlikely alliance woman inside look hijack score crew late heist
Wimbledon,Comedy Romance tennis new-love tennis-player australia wimbledon pro tennis player lose ambition fall rank 119 fortunately meet young player woman circuit help recapture focus Wimbledon
Furry Vengeance,Comedy bear animal aftercreditsstinger duringcreditsstinger real-estate land-developer real-estate-developer real estate developer Dan Sanders finalize plan level swath pristine Oregon forest way soulless housing subdivision band woodland creature rise throw monkey wrench greedy scheme mischief furry critter businessman quit
Bait,Action Horror Thriller drowning supermarket shark-attack australian flooding australia tsunami gore shark flood 3d freak tsunami trap shopper coastal australian supermarket inside building 12 foot great white shark
Krull,Fantasy Action Adventure kingdom lightsaber cult-favorite dead-body magical-object fortress doppelganger cyclops changeling prince fellowship companion set rescue bride fortress alien invader arrive home planet
Lions for Lambs,Action Adventure Drama History journalist terrorist war-against-terror externally-controlled-action manipulation propaganda manipulation-of-the-media future afghanistan political-negotiations war past war-in-afghanistan story tell simultaneous ninety minute real time republican Senator presidential hopeful hour long interview skeptical television reporter detail strategy victory Afghanistan special force ambush Afghani ridge await rescue Taliban force close poli sci professor California college invite student engage
Flight of the Intruder,Action Adventure Drama Thriller bomber vietnam-war u.s.-navy aviation combat bombing U.S. Navy pilot Lt Jake Grafton bombardi buddy Lt Cmdr Virgil Cole soldier embed Vietnam War grow frustrate military constraint mission despite good effort command officer Cmdr Frank Camparelli engage disillusioned pair decide war effort hand explosive battle plan court martiale
